EXAM_ID	BATCH	LEVEL
B1ML_240115_28_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_29_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_30_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_32_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B2ML_220511_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_03_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_04b_anonym_audio_video	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_05_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_07_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_07_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_220511_08_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_03_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_04_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_05_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_06_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_07_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_07_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_08_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_11_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_12_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_13_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_14_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_03_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_03_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_05_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_06_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_08_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_09_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_11_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_13_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_14_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_15_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_240229_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_02_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_02_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_03_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_04_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_04_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_05_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_06_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_07_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_07_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_08_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_09_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_10_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_10_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_11_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_11_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240301_13_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240301_13_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240301_15_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240301_16_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240301_17_01_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240301_17_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
