level	transcript_file	exam_id	exam_part_id	modelid	pred.total_score	pred.task_fulfillment	pred.interaction	pred.lexical_resource	pred.grammatical_accuracy	is_complete	avg.ex1_criterion1_score	avg.ex1_criterion2_score	avg.ex1_lexgram_score	avg.ex1_phonol_score	avg.ex2_criterion1_score	avg.ex2_criterion2_score	avg.ex2_socling_score	avg.ex2_lexgram_score	avg.ex2_phonol_score	avg.ex3_criterion1_score	avg.ex3_criterion2_score	avg.total_score	avg.ex1_criterion1_perc	avg.ex1_criterion2_perc	avg.ex1_lexgram_perc	avg.ex1_phonol_perc	avg.ex2_criterion1_perc	avg.ex2_criterion2_perc	avg.ex2_socling_perc	avg.ex2_lexgram_perc	avg.ex2_phonol_perc	avg.ex3_criterion1_perc	avg.ex3_criterion2_perc	avg.total_perc	avg.etalon_perc	avg.etalon_score	avg.result	avg.ex1_selfdescr_score	avg.ex1_eventdescr_score	avg.ex2_imgdescr_score	avg.ex2_response_score	avg.ex3_questions_score	avg.ex3_lexgram_score	avg.total_interact_score	avg.total_cohesion_score	avg.total_phonol_score	avg.ex1_selfdescr_perc	avg.ex1_eventdescr_perc	avg.ex2_imgdescr_perc	avg.ex2_response_perc	avg.ex3_questions_perc	avg.ex3_lexgram_perc	avg.total_interact_perc	avg.total_cohesion_perc	avg.total_phonol_perc	avg.ex1_response_score	avg.ex1_lexical_score	avg.ex1_grammar_score	avg.ex2_questions_score	avg.ex2_lexical_score	avg.ex2_grammar_score	avg.total_phoninter_score	avg.ex1_response_perc	avg.ex1_lexical_perc	avg.ex1_grammar_perc	avg.ex2_questions_perc	avg.ex2_lexical_perc	avg.ex2_grammar_perc	avg.total_phoninter_perc	avg.ex1_imgdescr_score	avg.ex2_narrat_score	avg.ex3_commgoal_score	avg.ex3_interact_score	avg.ex3_lexical_score	avg.ex3_grammar_score	avg.ex1_imgdescr_perc	avg.ex2_narrat_perc	avg.ex3_commgoal_perc	avg.ex3_interact_perc	avg.ex3_lexical_perc	avg.ex3_grammar_perc	avg.ex1_criterion3_score	avg.ex1_organization_score	avg.ex1_ptn_score	avg.ex1_wordord_score	avg.ex1_lexical1_score	avg.ex1_lexical2_score	avg.ex2_criterion3_score	avg.ex2_organization_score	avg.ex2_ptn_score	avg.ex2_wordord_score	avg.ex2_lexical1_score	avg.ex2_lexical2_score	avg.total_phonol1_score	avg.total_phonol2_score	avg.ex1_criterion3_perc	avg.ex1_organization_perc	avg.ex1_ptn_perc	avg.ex1_wordord_perc	avg.ex1_lexical1_perc	avg.ex1_lexical2_perc	avg.ex2_criterion3_perc	avg.ex2_organization_perc	avg.ex2_ptn_perc	avg.ex2_wordord_perc	avg.ex2_lexical1_perc	avg.ex2_lexical2_perc	avg.total_phonol1_perc	avg.total_phonol2_perc
A2	A2ML_221205_10_01_anonym_audio.simple.txt	A2ML_221205_10	A2ML_221205_10_01	llama3	52.5	65.0	50.0	55.0	40.0	False																									0.904347826086957		True																																																																								
A2	A2ML_221205_10_02_anonym_audio.simple.txt	A2ML_221205_10	A2ML_221205_10_02	llama3	80.0	87.5	82.5	77.5	72.5	False																									0.904347826086957		True																																																																								
A2	A2ML_221205_11_01_anonym_audio.simple.txt	A2ML_221205_11	A2ML_221205_11_01	llama3	70.0	85.0	75.0	65.0	55.0	False																									0.947826086956522		True																																																																								
A2	A2ML_221205_11_02_anonym_audio.simple.txt	A2ML_221205_11	A2ML_221205_11_02	llama3	80.0	87.5	82.5	77.5	72.5	False																									0.947826086956522		True																																																																								
A2	A2ML_221205_12_01_anonym_audio.simple.txt	A2ML_221205_12	A2ML_221205_12_01	llama3	65.0	70.0	80.0	60.0	50.0	False																									0.949130434782609		True																																																																								
A2	A2ML_221205_12_02_anonym_audio.simple.txt	A2ML_221205_12	A2ML_221205_12_02	llama3	77.5	85.0	80.0	75.0	70.0	False																									0.949130434782609		True																																																																								
A2	A2ML_221205_13_01_anonym_audio.simple.txt	A2ML_221205_13	A2ML_221205_13_01	llama3	57.5	60.0	50.0	70.0	50.0	False																									0.921739130434783		True																																																																								
A2	A2ML_221205_13_02_anonym_audio.simple.txt	A2ML_221205_13	A2ML_221205_13_02	llama3	67.5	72.5	82.5	62.5	52.5	False																									0.921739130434783		True																																																																								
A2	A2ML_221205_14_01_anonym_audio.simple.txt	A2ML_221205_14	A2ML_221205_14_01	llama3	77.5	80.0	70.0	75.0	85.0	False																									0.947826086956522		True																																																																								
A2	A2ML_221205_14_02_anonym_audio.simple.txt	A2ML_221205_14	A2ML_221205_14_02	llama3	77.75	86.0	80.0	75.0	70.0	False																									0.947826086956522		True																																																																								
A2	A2ML_221205_15_01_anonym_audio.simple.txt	A2ML_221205_15	A2ML_221205_15_01	llama3	75.83	85.0	78.33	75.0	65.0	False																									0.991304347826087		True																																																																								
A2	A2ML_221205_15_02_anonym_audio.simple.txt	A2ML_221205_15	A2ML_221205_15_02	llama3	77.5	85.0	80.0	75.0	70.0	False																									0.991304347826087		True																																																																								
A2	A2ML_221205_16_01_anonym_audio.simple.txt	A2ML_221205_16	A2ML_221205_16_01	llama3	71.25	82.5	72.5	62.5	67.5	False																									0.982608695652174		True																																																																								
A2	A2ML_221205_16_02_anonym_audio.simple.txt	A2ML_221205_16	A2ML_221205_16_02	llama3	80.62	87.5	82.5	77.5	75.0	False																									0.982608695652174		True																																																																								
A2	A2ML_221205_17_01_anonym_audio.simple.txt	A2ML_221205_17	A2ML_221205_17_01	llama3	82.38	91.0	81.0	86.5	71.0	False																									0.860869565217391		True																																																																								
A2	A2ML_221205_17_02_anonym_audio.simple.txt	A2ML_221205_17	A2ML_221205_17_02	llama3	77.5	85.0	80.0	75.0	70.0	False																									0.860869565217391		True																																																																								
A2	A2ML_221205_18_01_anonym_audio.simple.txt	A2ML_221205_18	A2ML_221205_18_01	llama3	68.75	80.0	70.0	60.0	65.0	False																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02_anonym_audio.simple.txt	A2ML_221205_18	A2ML_221205_18_02	llama3	80.25	81.0	85.0	75.0	80.0	False																									0.91304347826087		True																																																																								
A2	A2ML_230724_19_01_anonym_audio.simple.txt	A2ML_230724_19	A2ML_230724_19_01	llama3	50.0	55.0	65.0	45.0	35.0	False			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.5071	9.6349	False	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	0.0	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.0	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_19_02_anonym_audio.simple.txt	A2ML_230724_19	A2ML_230724_19_02	llama3	61.25	70.0	75.0	55.0	45.0	False			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.5071	9.6349	False	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	0.0	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.0	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_20_01_anonym_audio.simple.txt	A2ML_230724_20	A2ML_230724_20_01	llama3	50.0	65.0	55.0	45.0	35.0	False			0.3333333333333333					0.0				7.666666666666667			0.1666666666666666					0.0				0.4035087719298245	0.404394736842105	7.6835	False	1.0	1.0	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.6666666666666666	0.5	0.1666666666666666	0.0	0.0	0.8333333333333334																																																						
A2	A2ML_230724_20_02_anonym_audio.simple.txt	A2ML_230724_20	A2ML_230724_20_02	llama3	79.33	85.0	92.33	75.0	65.0	False			0.3333333333333333					0.0				7.666666666666667			0.1666666666666666					0.0				0.4035087719298245	0.404394736842105	7.6835	False	1.0	1.0	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.6666666666666666	0.5	0.1666666666666666	0.0	0.0	0.8333333333333334																																																						
A2	A2ML_230724_21_01_anonym_audio.simple.txt	A2ML_230724_21	A2ML_230724_21_01	llama3	34.38	40.0	35.0	30.0	32.5	False			1.0					1.0				15.0			0.5					0.5				0.7894736842105262	0.808905263157895	15.3692	True	2.0	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_21_02_anonym_audio.simple.txt	A2ML_230724_21	A2ML_230724_21_02	llama3	71.88	72.5	82.5	65.0	67.5	False			1.0					1.0				15.0			0.5					0.5				0.7894736842105262	0.808905263157895	15.3692	True	2.0	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_22_01_anonym_audio.simple.txt	A2ML_230724_22	A2ML_230724_22_01	llama3	73.75	80.0	60.0	70.0	85.0	False			2.0					1.0				14.0			1.0					0.5				0.7368421052631579	0.750663157894737	14.2626	True	1.6666666666666667	1.0	2.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0	0.6666666666666666	0.6666666666666666	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_22_02_anonym_audio.simple.txt	A2ML_230724_22	A2ML_230724_22_02	llama3	55.0	60.0	70.0	50.0	40.0	False			2.0					1.0				14.0			1.0					0.5				0.7368421052631579	0.750663157894737	14.2626	True	1.6666666666666667	1.0	2.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0	0.6666666666666666	0.6666666666666666	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_23_01_anonym_audio.simple.txt	A2ML_230724_23	A2ML_230724_23_01	llama3	71.25	82.5	62.5	72.5	67.5	False			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_23_02_anonym_audio.simple.txt	A2ML_230724_23	A2ML_230724_23_02	llama3	81.25	87.5	85.0	75.0	77.5	False			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_24_01_anonym_audio.simple.txt	A2ML_230724_24	A2ML_230724_24_01	llama3	71.25	72.5	82.5	62.5	67.5	False			1.3333333333333333					0.6666666666666666				13.666666666666666			0.6666666666666666					0.3333333333333333				0.7192982456140351	0.717605263157895	13.6345	True	1.3333333333333333	1.0	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_24_02_anonym_audio.simple.txt	A2ML_230724_24	A2ML_230724_24_02	llama3	81.88	82.5	92.5	75.0	77.5	False			1.3333333333333333					0.6666666666666666				13.666666666666666			0.6666666666666666					0.3333333333333333				0.7192982456140351	0.717605263157895	13.6345	True	1.3333333333333333	1.0	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_25_01_anonym_audio.simple.txt	A2ML_230724_25	A2ML_230724_25_01	llama3	27.5	30.0	25.0	35.0	20.0	False			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.352752631578947	6.7023	False	1.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.5	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333																																																						
A2	A2ML_230724_25_02_anonym_audio.simple.txt	A2ML_230724_25	A2ML_230724_25_02	llama3	77.5	80.0	85.0	70.0	75.0	False			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.352752631578947	6.7023	False	1.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.5	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333																																																						
A2	A2ML_230724_26_01_anonym_audio.simple.txt	A2ML_230724_26	A2ML_230724_26_01	llama3	53.12	65.0	52.5	42.5	52.5	False			1.0					0.6666666666666666				9.666666666666666			0.5					0.3333333333333333				0.5087719298245613	0.522615789473684	9.9297	False	1.6666666666666667	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5	0.1666666666666666	0.0	1.0	0.6666666666666666	0.5																																																						
A2	A2ML_230724_26_02_anonym_audio.simple.txt	A2ML_230724_26	A2ML_230724_26_02	llama3	61.25	70.0	75.0	55.0	45.0	False			1.0					0.6666666666666666				9.666666666666666			0.5					0.3333333333333333				0.5087719298245613	0.522615789473684	9.9297	False	1.6666666666666667	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5	0.1666666666666666	0.0	1.0	0.6666666666666666	0.5																																																						
A2	A2ML_230724_27_01_anonym_audio.simple.txt	A2ML_230724_27	A2ML_230724_27_01	llama3	30.62	30.0	25.0	35.0	32.5	False			1.3333333333333333					1.0				13.666666666666666			0.6666666666666666					0.5				0.7192982456140351	0.718010526315789	13.6422	True	1.6666666666666667	0.6666666666666666	1.0	2.0	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.8333333333333334	0.6666666666666666	0.5	1.0	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_27_02_anonym_audio.simple.txt	A2ML_230724_27	A2ML_230724_27_02	llama3	60.0	65.0	60.0	62.5	52.5	False			1.3333333333333333					1.0				13.666666666666666			0.6666666666666666					0.5				0.7192982456140351	0.718010526315789	13.6422	True	1.6666666666666667	0.6666666666666666	1.0	2.0	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.8333333333333334	0.6666666666666666	0.5	1.0	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_28_01_anonym_audio.simple.txt	A2ML_230724_28	A2ML_230724_28_01	llama3	34.38	40.0	35.0	30.0	32.5	False			1.3333333333333333					1.0				15.0			0.6666666666666666					0.5				0.7894736842105264	0.785631578947368	14.927	True	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.6666666666666666	2.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230724_28_02_anonym_audio.simple.txt	A2ML_230724_28	A2ML_230724_28_02	llama3	82.5	82.5	92.5	72.5	82.5	False			1.3333333333333333					1.0				15.0			0.6666666666666666					0.5				0.7894736842105264	0.785631578947368	14.927	True	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.6666666666666666	2.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230724_29_01_anonym_audio.simple.txt	A2ML_230724_29	A2ML_230724_29_01	llama3	45.0	60.0	50.0	40.0	30.0	False			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_29_02_anonym_audio.simple.txt	A2ML_230724_29	A2ML_230724_29_02	llama3	76.25	85.0	75.0	77.5	67.5	False			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_30_01_anonym_audio.simple.txt	A2ML_230724_30	A2ML_230724_30_01	llama3	68.75	80.0	60.0	70.0	65.0	False			0.0					0.3333333333333333				9.0			0.0					0.1666666666666666				0.4736842105263157	0.487531578947368	9.2631	False	1.0	0.6666666666666666	1.0	1.0	1.3333333333333333	0.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	0.5	0.6666666666666666	0.5	0.5	0.6666666666666666	0.1666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_30_02_anonym_audio.simple.txt	A2ML_230724_30	A2ML_230724_30_02	llama3	67.5	82.5	72.5	62.5	52.5	False			0.0					0.3333333333333333				9.0			0.0					0.1666666666666666				0.4736842105263157	0.487531578947368	9.2631	False	1.0	0.6666666666666666	1.0	1.0	1.3333333333333333	0.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	0.5	0.6666666666666666	0.5	0.5	0.6666666666666666	0.1666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230911_31_01_anonym_audio.simple.txt	A2ML_230911_31	A2ML_230911_31_01	llama3	68.75	80.0	70.0	60.0	65.0	False			0.6666666666666666					0.3333333333333333				10.0			0.3333333333333333					0.1666666666666666				0.5263157894736842	0.545715789473684	10.3686	False	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.3333333333333333	0.3333333333333333	1.0	0.0	1.6666666666666667	0.6666666666666666	1.0	0.3333333333333333	0.8333333333333334	0.6666666666666666	0.1666666666666666	1.0	0.0	0.8333333333333334																																																						
A2	A2ML_230911_31_02_anonym_audio.simple.txt	A2ML_230911_31	A2ML_230911_31_02	llama3	50.62	60.0	50.0	50.0	42.5	False			0.6666666666666666					0.3333333333333333				10.0			0.3333333333333333					0.1666666666666666				0.5263157894736842	0.545715789473684	10.3686	False	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.3333333333333333	0.3333333333333333	1.0	0.0	1.6666666666666667	0.6666666666666666	1.0	0.3333333333333333	0.8333333333333334	0.6666666666666666	0.1666666666666666	1.0	0.0	0.8333333333333334																																																						
A2	A2ML_230911_32_01_anonym_audio.simple.txt	A2ML_230911_32	A2ML_230911_32_01	llama3	55.0	60.0	40.0	50.0	70.0	False			1.6666666666666667					1.3333333333333333				16.0			0.8333333333333334					0.6666666666666666				0.8421052631578947	0.842947368421053	16.016	True	2.0	1.0	2.0	2.0	2.0	0.6666666666666666	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_230911_32_02_anonym_audio.simple.txt	A2ML_230911_32	A2ML_230911_32_02	llama3	80.0	82.5	87.5	72.5	77.5	False			1.6666666666666667					1.3333333333333333				16.0			0.8333333333333334					0.6666666666666666				0.8421052631578947	0.842947368421053	16.016	True	2.0	1.0	2.0	2.0	2.0	0.6666666666666666	1.0	1.0	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_230911_33_01_anonym_audio.simple.txt	A2ML_230911_33	A2ML_230911_33_01	llama3	45.0	40.0	30.0	50.0	60.0	False			2.0					1.0				15.666666666666666			1.0					0.5				0.8245614035087719	0.806415789473684	15.3219	True	1.3333333333333333	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	2.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230911_33_02_anonym_audio.simple.txt	A2ML_230911_33	A2ML_230911_33_02	llama3	75.0	90.0	80.0	70.0	60.0	False			2.0					1.0				15.666666666666666			1.0					0.5				0.8245614035087719	0.806415789473684	15.3219	True	1.3333333333333333	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	2.0	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230911_34_01_anonym_audio.simple.txt	A2ML_230911_34	A2ML_230911_34_01	llama3	68.75	70.0	80.0	60.0	65.0	False			1.0					0.6666666666666666				13.333333333333334			0.5					0.3333333333333333				0.7017543859649122	0.702147368421053	13.3408	True	2.0	1.0	1.3333333333333333	1.3333333333333333	2.0	0.3333333333333333	1.0	1.0	1.6666666666666667	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.1666666666666666	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230911_34_02_anonym_audio.simple.txt	A2ML_230911_34	A2ML_230911_34_02	llama3	82.5	82.5	92.5	72.5	82.5	False			1.0					0.6666666666666666				13.333333333333334			0.5					0.3333333333333333				0.7017543859649122	0.702147368421053	13.3408	True	2.0	1.0	1.3333333333333333	1.3333333333333333	2.0	0.3333333333333333	1.0	1.0	1.6666666666666667	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.1666666666666666	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230911_37_01_anonym_audio.simple.txt	A2ML_230911_37	A2ML_230911_37_01	llama3	52.5	62.5	42.5	52.5	52.5	False			1.3333333333333333					1.0				15.666666666666666			0.6666666666666666					0.5				0.8245614035087719	0.84398947368421	16.0358	True	2.0	1.0	2.0	2.0	2.0	1.3333333333333333	1.0	0.6666666666666666	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666																																																						
A2	A2ML_230911_37_02_anonym_audio.simple.txt	A2ML_230911_37	A2ML_230911_37_02	llama3	68.75	85.0	75.0	62.5	52.5	False			1.3333333333333333					1.0				15.666666666666666			0.6666666666666666					0.5				0.8245614035087719	0.84398947368421	16.0358	True	2.0	1.0	2.0	2.0	2.0	1.3333333333333333	1.0	0.6666666666666666	1.3333333333333333	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666																																																						
A2	A2ML_230911_38_01_anonym_audio.simple.txt	A2ML_230911_38	A2ML_230911_38_01	llama3	53.75	62.5	52.5	42.5	57.5	False			1.3333333333333333					1.3333333333333333				14.666666666666666			0.6666666666666666					0.6666666666666666				0.7719298245614036	0.767221052631579	14.5772	True	2.0	0.6666666666666666	2.0	1.6666666666666667	2.0	1.0	1.0	0.3333333333333333	1.3333333333333333	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230911_38_02_anonym_audio.simple.txt	A2ML_230911_38	A2ML_230911_38_02	llama3	81.25	85.0	87.5	77.5	75.0	False			1.3333333333333333					1.3333333333333333				14.666666666666666			0.6666666666666666					0.6666666666666666				0.7719298245614036	0.767221052631579	14.5772	True	2.0	0.6666666666666666	2.0	1.6666666666666667	2.0	1.0	1.0	0.3333333333333333	1.3333333333333333	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230911_39_01_anonym_audio.simple.txt	A2ML_230911_39	A2ML_230911_39_01	llama3	65.0	80.0	70.0	60.0	50.0	False			1.6666666666666667					1.0				15.0			0.8333333333333334					0.5				0.7894736842105262	0.785631578947368	14.927	True	1.0	1.0	1.6666666666666667	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	0.5	1.0	0.8333333333333334	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230911_39_02_anonym_audio.simple.txt	A2ML_230911_39	A2ML_230911_39_02	llama3	67.5	82.5	72.5	62.5	52.5	False			1.6666666666666667					1.0				15.0			0.8333333333333334					0.5				0.7894736842105262	0.785631578947368	14.927	True	1.0	1.0	1.6666666666666667	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	0.5	1.0	0.8333333333333334	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230911_40_01_anonym_audio.simple.txt	A2ML_230911_40	A2ML_230911_40_01	llama3	22.5	30.0	25.0	20.0	15.0	False			1.6666666666666667					1.0				16.0			0.8333333333333334					0.5				0.8421052631578947	0.855915789473684	16.2624	True	1.6666666666666667	1.0	2.0	2.0	2.0	1.3333333333333333	1.0	1.0	1.3333333333333333	0.8333333333333334	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_230911_40_02_anonym_audio.simple.txt	A2ML_230911_40	A2ML_230911_40_02	llama3	68.75	85.0	75.0	62.5	52.5	False			1.6666666666666667					1.0				16.0			0.8333333333333334					0.5				0.8421052631578947	0.855915789473684	16.2624	True	1.6666666666666667	1.0	2.0	2.0	2.0	1.3333333333333333	1.0	1.0	1.3333333333333333	0.8333333333333334	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	0.6666666666666666																																																						
A2	A2ML_230911_41_01_anonym_audio.simple.txt	A2ML_230911_41	A2ML_230911_41_01	llama3	22.5	30.0	20.0	15.0	25.0	False			1.3333333333333333					1.0				10.666666666666666			0.6666666666666666					0.5				0.5614035087719298	0.560131578947368	10.6425	False	1.6666666666666667	1.0	1.3333333333333333	1.3333333333333333	0.6666666666666666	0.0	1.0	0.3333333333333333	1.0	0.8333333333333334	1.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.0	1.0	0.3333333333333333	0.5																																																						
A2	A2ML_230911_41_02_anonym_audio.simple.txt	A2ML_230911_41	A2ML_230911_41_02	llama3	53.75	55.0	70.0	55.0	35.0	False			1.3333333333333333					1.0				10.666666666666666			0.6666666666666666					0.5				0.5614035087719298	0.560131578947368	10.6425	False	1.6666666666666667	1.0	1.3333333333333333	1.3333333333333333	0.6666666666666666	0.0	1.0	0.3333333333333333	1.0	0.8333333333333334	1.0	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.0	1.0	0.3333333333333333	0.5																																																						
A2	A2ML_230911_42_01_anonym_audio.simple.txt	A2ML_230911_42	A2ML_230911_42_01	llama3	35.0	50.0	20.0	30.0	40.0	False			1.0					0.0				5.666666666666667			0.5					0.0				0.2982456140350877	0.310431578947368	5.8982	False	1.0	0.3333333333333333	1.0	0.0	0.3333333333333333	0.0	0.6666666666666666	0.3333333333333333	1.0	0.5	0.3333333333333333	0.5	0.0	0.1666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.5																																																						
A2	A2ML_230911_42_02_anonym_audio.simple.txt	A2ML_230911_42	A2ML_230911_42_02	llama3	58.75	75.0	65.0	52.5	42.5	False			1.0					0.0				5.666666666666667			0.5					0.0				0.2982456140350877	0.310431578947368	5.8982	False	1.0	0.3333333333333333	1.0	0.0	0.3333333333333333	0.0	0.6666666666666666	0.3333333333333333	1.0	0.5	0.3333333333333333	0.5	0.0	0.1666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.5																																																						
