level	transcript_file	modelid	randseed	prediction	exam_id	exam_part_id	avg.ex1_criterion1_score	avg.ex1_criterion2_score	avg.ex1_lexgram_score	avg.ex1_phonol_score	avg.ex2_criterion1_score	avg.ex2_criterion2_score	avg.ex2_socling_score	avg.ex2_lexgram_score	avg.ex2_phonol_score	avg.ex3_criterion1_score	avg.ex3_criterion2_score	avg.total_score	avg.ex1_criterion1_perc	avg.ex1_criterion2_perc	avg.ex1_lexgram_perc	avg.ex1_phonol_perc	avg.ex2_criterion1_perc	avg.ex2_criterion2_perc	avg.ex2_socling_perc	avg.ex2_lexgram_perc	avg.ex2_phonol_perc	avg.ex3_criterion1_perc	avg.ex3_criterion2_perc	avg.total_perc	avg.etalon_perc	avg.etalon_score	avg.result	avg.ex1_selfdescr_score	avg.ex1_eventdescr_score	avg.ex2_imgdescr_score	avg.ex2_response_score	avg.ex3_questions_score	avg.ex3_lexgram_score	avg.total_interact_score	avg.total_cohesion_score	avg.total_phonol_score	avg.ex1_selfdescr_perc	avg.ex1_eventdescr_perc	avg.ex2_imgdescr_perc	avg.ex2_response_perc	avg.ex3_questions_perc	avg.ex3_lexgram_perc	avg.total_interact_perc	avg.total_cohesion_perc	avg.total_phonol_perc	avg.ex1_response_score	avg.ex1_lexical_score	avg.ex1_grammar_score	avg.ex2_questions_score	avg.ex2_lexical_score	avg.ex2_grammar_score	avg.total_phoninter_score	avg.ex1_response_perc	avg.ex1_lexical_perc	avg.ex1_grammar_perc	avg.ex2_questions_perc	avg.ex2_lexical_perc	avg.ex2_grammar_perc	avg.total_phoninter_perc	avg.ex1_imgdescr_score	avg.ex2_narrat_score	avg.ex3_commgoal_score	avg.ex3_interact_score	avg.ex3_lexical_score	avg.ex3_grammar_score	avg.ex1_imgdescr_perc	avg.ex2_narrat_perc	avg.ex3_commgoal_perc	avg.ex3_interact_perc	avg.ex3_lexical_perc	avg.ex3_grammar_perc	avg.ex1_criterion3_score	avg.ex1_organization_score	avg.ex1_ptn_score	avg.ex1_wordord_score	avg.ex1_lexical1_score	avg.ex1_lexical2_score	avg.ex2_criterion3_score	avg.ex2_organization_score	avg.ex2_ptn_score	avg.ex2_wordord_score	avg.ex2_lexical1_score	avg.ex2_lexical2_score	avg.total_phonol1_score	avg.total_phonol2_score	avg.ex1_criterion3_perc	avg.ex1_organization_perc	avg.ex1_ptn_perc	avg.ex1_wordord_perc	avg.ex1_lexical1_perc	avg.ex1_lexical2_perc	avg.ex2_criterion3_perc	avg.ex2_organization_perc	avg.ex2_ptn_perc	avg.ex2_wordord_perc	avg.ex2_lexical1_perc	avg.ex2_lexical2_perc	avg.total_phonol1_perc	avg.total_phonol2_perc
A2	A2ML_221205_16_02-ZM-from_mixed.simple.txt	llama3	42	True	A2ML_221205_16	A2ML_221205_16_02																									0.982608695652174		True																																																																								
A2	A2ML_221205_17_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_17	A2ML_221205_17_01																									0.860869565217391		True																																																																								
A2	A2ML_221205_17_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_221205_17	A2ML_221205_17_01																									0.860869565217391		True																																																																								
A2	A2ML_221205_17_02-AP-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_17	A2ML_221205_17_02																									0.860869565217391		True																																																																								
A2	A2ML_221205_17_02-AP-from_mixed.simple.txt	llama3	42	True	A2ML_221205_17	A2ML_221205_17_02																									0.860869565217391		True																																																																								
A2	A2ML_221205_18_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_18	A2ML_221205_18_01																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_221205_18	A2ML_221205_18_01																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-AP-from_scratch.simple.txt	llama3	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-ET-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-ET-from_whisperX.simple.txt	llama3	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-KV-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-KV-from_mixed.simple.txt	llama3	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-LR-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-LR-from_mixed.simple.txt	llama3	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-ZM-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_221205_18_02-ZM-from_scratch.simple.txt	llama3	42	True	A2ML_221205_18	A2ML_221205_18_02																									0.91304347826087		True																																																																								
A2	A2ML_230724_19_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_19	A2ML_230724_19_01			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.5071	9.6349	False	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	0.0	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.0	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_19_01-AP-from_scratch.simple.txt	llama3	42	False	A2ML_230724_19	A2ML_230724_19_01			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.5071	9.6349	False	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	0.0	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.0	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_19_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_19	A2ML_230724_19_02			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.5071	9.6349	False	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	0.0	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.0	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_19_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_230724_19	A2ML_230724_19_02			0.6666666666666666					0.6666666666666666				9.666666666666666			0.3333333333333333					0.3333333333333333				0.5087719298245613	0.5071	9.6349	False	1.3333333333333333	1.0	1.3333333333333333	1.0	1.0	0.0	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.0	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_20_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_20	A2ML_230724_20_01			0.3333333333333333					0.0				7.666666666666667			0.1666666666666666					0.0				0.4035087719298245	0.404394736842105	7.6835	False	1.0	1.0	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.6666666666666666	0.5	0.1666666666666666	0.0	0.0	0.8333333333333334																																																						
A2	A2ML_230724_20_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_230724_20	A2ML_230724_20_01			0.3333333333333333					0.0				7.666666666666667			0.1666666666666666					0.0				0.4035087719298245	0.404394736842105	7.6835	False	1.0	1.0	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.6666666666666666	0.5	0.1666666666666666	0.0	0.0	0.8333333333333334																																																						
A2	A2ML_230724_20_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_20	A2ML_230724_20_02			0.3333333333333333					0.0				7.666666666666667			0.1666666666666666					0.0				0.4035087719298245	0.404394736842105	7.6835	False	1.0	1.0	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.6666666666666666	0.5	0.1666666666666666	0.0	0.0	0.8333333333333334																																																						
A2	A2ML_230724_20_02-ET-from_mixed.simple.txt	llama3	42	True	A2ML_230724_20	A2ML_230724_20_02			0.3333333333333333					0.0				7.666666666666667			0.1666666666666666					0.0				0.4035087719298245	0.404394736842105	7.6835	False	1.0	1.0	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	0.0	1.6666666666666667	0.5	1.0	0.5	0.6666666666666666	0.5	0.1666666666666666	0.0	0.0	0.8333333333333334																																																						
A2	A2ML_230724_21_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_21	A2ML_230724_21_01			1.0					1.0				15.0			0.5					0.5				0.7894736842105262	0.808905263157895	15.3692	True	2.0	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_21_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_230724_21	A2ML_230724_21_01			1.0					1.0				15.0			0.5					0.5				0.7894736842105262	0.808905263157895	15.3692	True	2.0	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_21_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_21	A2ML_230724_21_02			1.0					1.0				15.0			0.5					0.5				0.7894736842105262	0.808905263157895	15.3692	True	2.0	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_21_02-ZM-from_mixed.simple.txt	llama3	42	True	A2ML_230724_21	A2ML_230724_21_02			1.0					1.0				15.0			0.5					0.5				0.7894736842105262	0.808905263157895	15.3692	True	2.0	1.0	2.0	1.3333333333333333	2.0	1.3333333333333333	1.0	0.6666666666666666	1.6666666666666667	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_22_01-LR-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_22	A2ML_230724_22_01			2.0					1.0				14.0			1.0					0.5				0.7368421052631579	0.750663157894737	14.2626	True	1.6666666666666667	1.0	2.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0	0.6666666666666666	0.6666666666666666	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_22_01-LR-from_scratch.simple.txt	llama3	42	True	A2ML_230724_22	A2ML_230724_22_01			2.0					1.0				14.0			1.0					0.5				0.7368421052631579	0.750663157894737	14.2626	True	1.6666666666666667	1.0	2.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0	0.6666666666666666	0.6666666666666666	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_22_02-KV-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_22	A2ML_230724_22_02			2.0					1.0				14.0			1.0					0.5				0.7368421052631579	0.750663157894737	14.2626	True	1.6666666666666667	1.0	2.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0	0.6666666666666666	0.6666666666666666	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_22_02-KV-from_whisperX.simple.txt	llama3	42	True	A2ML_230724_22	A2ML_230724_22_02			2.0					1.0				14.0			1.0					0.5				0.7368421052631579	0.750663157894737	14.2626	True	1.6666666666666667	1.0	2.0	1.3333333333333333	1.3333333333333333	1.0	1.0	0.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0	0.6666666666666666	0.6666666666666666	0.5	1.0	0.3333333333333333	0.6666666666666666																																																						
A2	A2ML_230724_23_01-ZM-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_23	A2ML_230724_23_01			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_23_01-ZM-from_scratch.simple.txt	llama3	42	True	A2ML_230724_23	A2ML_230724_23_01			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_23_02-ET-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_23	A2ML_230724_23_02			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_23_02-ET-from_whisperX.simple.txt	llama3	42	True	A2ML_230724_23	A2ML_230724_23_02			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_23_02-KV-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_23	A2ML_230724_23_02			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_23_02-KV-from_mixed.simple.txt	llama3	42	True	A2ML_230724_23	A2ML_230724_23_02			1.3333333333333333					1.6666666666666667				16.666666666666668			0.6666666666666666					0.8333333333333334				0.8771929824561404	0.870331578947369	16.5363	True	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.8333333333333334																																																						
A2	A2ML_230724_24_01-AP-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_24	A2ML_230724_24_01			1.3333333333333333					0.6666666666666666				13.666666666666666			0.6666666666666666					0.3333333333333333				0.7192982456140351	0.717605263157895	13.6345	True	1.3333333333333333	1.0	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_24_01-AP-from_scratch.simple.txt	llama3	42	False	A2ML_230724_24	A2ML_230724_24_01			1.3333333333333333					0.6666666666666666				13.666666666666666			0.6666666666666666					0.3333333333333333				0.7192982456140351	0.717605263157895	13.6345	True	1.3333333333333333	1.0	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_24_02-ZM-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_24	A2ML_230724_24_02			1.3333333333333333					0.6666666666666666				13.666666666666666			0.6666666666666666					0.3333333333333333				0.7192982456140351	0.717605263157895	13.6345	True	1.3333333333333333	1.0	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_24_02-ZM-from_mixed.simple.txt	llama3	42	False	A2ML_230724_24	A2ML_230724_24_02			1.3333333333333333					0.6666666666666666				13.666666666666666			0.6666666666666666					0.3333333333333333				0.7192982456140351	0.717605263157895	13.6345	True	1.3333333333333333	1.0	1.6666666666666667	1.6666666666666667	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_25_01-KV-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_25	A2ML_230724_25_01			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.352752631578947	6.7023	False	1.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.5	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333																																																						
A2	A2ML_230724_25_01-KV-from_scratch.simple.txt	llama3	42	False	A2ML_230724_25	A2ML_230724_25_01			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.352752631578947	6.7023	False	1.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.5	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333																																																						
A2	A2ML_230724_25_02-KV-from_mixed.simple.txt	deepseek-r1-70b	42	False	A2ML_230724_25	A2ML_230724_25_02			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.352752631578947	6.7023	False	1.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.5	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333																																																						
A2	A2ML_230724_25_02-KV-from_mixed.simple.txt	llama3	42	False	A2ML_230724_25	A2ML_230724_25_02			0.0					0.0				6.333333333333333			0.0					0.0				0.3333333333333333	0.352752631578947	6.7023	False	1.0	1.0	0.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.5	1.0	0.0	0.3333333333333333	0.5	0.3333333333333333	1.0	0.3333333333333333	0.3333333333333333																																																						
A2	A2ML_230724_26_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_26	A2ML_230724_26_01			1.0					0.6666666666666666				9.666666666666666			0.5					0.3333333333333333				0.5087719298245613	0.522615789473684	9.9297	False	1.6666666666666667	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5	0.1666666666666666	0.0	1.0	0.6666666666666666	0.5																																																						
A2	A2ML_230724_26_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_230724_26	A2ML_230724_26_01			1.0					0.6666666666666666				9.666666666666666			0.5					0.3333333333333333				0.5087719298245613	0.522615789473684	9.9297	False	1.6666666666666667	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5	0.1666666666666666	0.0	1.0	0.6666666666666666	0.5																																																						
A2	A2ML_230724_26_02-AP-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_26	A2ML_230724_26_02			1.0					0.6666666666666666				9.666666666666666			0.5					0.3333333333333333				0.5087719298245613	0.522615789473684	9.9297	False	1.6666666666666667	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5	0.1666666666666666	0.0	1.0	0.6666666666666666	0.5																																																						
A2	A2ML_230724_26_02-AP-from_whisperX.simple.txt	llama3	42	False	A2ML_230724_26	A2ML_230724_26_02			1.0					0.6666666666666666				9.666666666666666			0.5					0.3333333333333333				0.5087719298245613	0.522615789473684	9.9297	False	1.6666666666666667	1.0	1.3333333333333333	1.0	0.3333333333333333	0.0	1.0	0.6666666666666666	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5	0.1666666666666666	0.0	1.0	0.6666666666666666	0.5																																																						
A2	A2ML_230724_27_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_27	A2ML_230724_27_01			1.3333333333333333					1.0				13.666666666666666			0.6666666666666666					0.5				0.7192982456140351	0.718010526315789	13.6422	True	1.6666666666666667	0.6666666666666666	1.0	2.0	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.8333333333333334	0.6666666666666666	0.5	1.0	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_27_01-ET-from_scratch.simple.txt	llama3	42	True	A2ML_230724_27	A2ML_230724_27_01			1.3333333333333333					1.0				13.666666666666666			0.6666666666666666					0.5				0.7192982456140351	0.718010526315789	13.6422	True	1.6666666666666667	0.6666666666666666	1.0	2.0	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.8333333333333334	0.6666666666666666	0.5	1.0	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_27_02-AP-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_27	A2ML_230724_27_02			1.3333333333333333					1.0				13.666666666666666			0.6666666666666666					0.5				0.7192982456140351	0.718010526315789	13.6422	True	1.6666666666666667	0.6666666666666666	1.0	2.0	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.8333333333333334	0.6666666666666666	0.5	1.0	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_27_02-AP-from_mixed.simple.txt	llama3	42	True	A2ML_230724_27	A2ML_230724_27_02			1.3333333333333333					1.0				13.666666666666666			0.6666666666666666					0.5				0.7192982456140351	0.718010526315789	13.6422	True	1.6666666666666667	0.6666666666666666	1.0	2.0	1.6666666666666667	1.0	1.0	0.6666666666666666	1.6666666666666667	0.8333333333333334	0.6666666666666666	0.5	1.0	0.8333333333333334	0.5	1.0	0.6666666666666666	0.8333333333333334																																																						
A2	A2ML_230724_28_01-ZM-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_28	A2ML_230724_28_01			1.3333333333333333					1.0				15.0			0.6666666666666666					0.5				0.7894736842105264	0.785631578947368	14.927	True	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.6666666666666666	2.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230724_28_01-ZM-from_scratch.simple.txt	llama3	42	True	A2ML_230724_28	A2ML_230724_28_01			1.3333333333333333					1.0				15.0			0.6666666666666666					0.5				0.7894736842105264	0.785631578947368	14.927	True	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.6666666666666666	2.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230724_28_02-KV-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_28	A2ML_230724_28_02			1.3333333333333333					1.0				15.0			0.6666666666666666					0.5				0.7894736842105264	0.785631578947368	14.927	True	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.6666666666666666	2.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230724_28_02-KV-from_mixed.simple.txt	llama3	42	True	A2ML_230724_28	A2ML_230724_28_02			1.3333333333333333					1.0				15.0			0.6666666666666666					0.5				0.7894736842105264	0.785631578947368	14.927	True	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.6666666666666666	2.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	0.6666666666666666	1.0																																																						
A2	A2ML_230724_29_01-ET-from_scratch.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_29	A2ML_230724_29_01			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_29_01-ET-from_scratch.simple.txt	llama3	42	False	A2ML_230724_29	A2ML_230724_29_01			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_29_02-ET-from_mixed.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_29	A2ML_230724_29_02			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_29_02-ET-from_mixed.simple.txt	llama3	42	False	A2ML_230724_29	A2ML_230724_29_02			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_29_02-KV-from_whisperX.simple.txt	deepseek-r1-70b	42	True	A2ML_230724_29	A2ML_230724_29_02			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
A2	A2ML_230724_29_02-KV-from_whisperX.simple.txt	llama3	42	False	A2ML_230724_29	A2ML_230724_29_02			0.3333333333333333					0.0				4.333333333333333			0.1666666666666666					0.0				0.2280701754385965	0.2728	5.1832	False	0.6666666666666666	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.0	1.3333333333333333	0.3333333333333333	1.0	0.1666666666666666	0.3333333333333333	0.1666666666666666	0.0	0.3333333333333333	0.0	0.6666666666666666																																																						
